ResidenceZipCode	PartyName	VBMReturnStatus	VBMReturnChallenge	ChallengeDiscription
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	American Independent	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94930	Green	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Other	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94963	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94925	No Party Preference	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94930	Green	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94963	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94930	American Independent	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94937	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94946	No Party Preference	Void		The ballot has been voided
94903	American Independent	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94938	No Party Preference	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94938	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	American Independent	Void		The ballot has been voided
94946	Green	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94920	American Independent	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94960	American Independent	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94925	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94904	No Party Preference	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94901	American Independent	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94964	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94956	Republican	Void		The ballot has been voided
94956	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94904	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94946	No Party Preference	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94941	Libertarian	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94937	No Party Preference	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94903	Libertarian	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94939	No Party Preference	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94925	No Party Preference	Void		The ballot has been voided
94901	Peace and Freedom	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	American Solidarity Party	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94970	No Party Preference	Void		The ballot has been voided
94965	American Independent	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94945	Libertarian	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94965	American Independent	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94945	No Party Preference	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94939	Republican	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94956	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Green	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94946	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94946	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94904	No Party Preference	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94960	No Party Preference	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94937	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94903	Peace and Freedom	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94930	American Independent	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94904	Other	Void		The ballot has been voided
94941	No Party Preference	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94965	Republican	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94920	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94973	No Party Preference	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Libertarian	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94904	American Independent	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94904	Green	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94960	Republican	Void		The ballot has been voided
94925	Republican	Void		The ballot has been voided
94925	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94941	American Independent	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94941	American Independent	Void		The ballot has been voided
94941	Green	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94949	No Party Preference	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94930	No Party Preference	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94904	American Independent	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94903	American Independent	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94933	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94939	Republican	Void		The ballot has been voided
94920	No Party Preference	Void		The ballot has been voided
94945	Libertarian	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94946	Democratic	Void		The ballot has been voided
94946	Democratic	Void		The ballot has been voided
94946	Democratic	Void		The ballot has been voided
94946	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94920	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94941	American Independent	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94937	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94949	American Independent	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94937	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94941	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94973	Democratic	Void		The ballot has been voided
94939	No Party Preference	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94939	Democratic	Void		The ballot has been voided
94947	American Independent	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94930	Republican	Void		The ballot has been voided
94949	Green	Void		The ballot has been voided
94945	American Independent	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Republican	Void		The ballot has been voided
94947	Democratic	Void		The ballot has been voided
94901	No Party Preference	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94947	Natural Law	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94904	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94939	Republican	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94903	Green	Void		The ballot has been voided
94947	No Party Preference	Void		The ballot has been voided
94901	American Independent	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94949	Republican	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94903	Forward Party	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94960	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94903	Republican	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94924	Democratic	Void		The ballot has been voided
94903	No Party Preference	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94930	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94949	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94920	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94901	Republican	Void		The ballot has been voided
94965	Democratic	Void		The ballot has been voided
94965	No Party Preference	Void		The ballot has been voided
94941	Democratic	Void		The ballot has been voided
94945	Republican	Void		The ballot has been voided
94924	No Party Preference	Void		The ballot has been voided
94924	Republican	Void		The ballot has been voided
94904	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94945	Democratic	Void		The ballot has been voided
94903	Democratic	Void		The ballot has been voided
94901	Democratic	Void		The ballot has been voided
